"FROM","TO","n"
"020101","020102",189
"020101","020103",56
"020101","020104",243
"020101","020105",93
"020101","020106",124
"020101","020901",15
"020101","021001",16
"020101","021101",33
"020101","021203",86
"020101","021604",76
"020101","022305",10
"020101","022502",29
"020101","026101",14
"020101","026201",64
"020101","026401",157
"020101","026501",10
"020101","080401",17
"020101","081102",10
"020101","146501",134
"020102","020101",1331
"020102","020103",36
"020102","020104",72
"020102","020105",79
"020102","020106",54
"020102","020902",10
"020102","021101",12
"020102","021203",27
"020102","021604",14
"020102","022305",10
"020102","022502",26
"020102","026101",14
"020102","026201",25
"020102","026401",180
"020102","106101",14
"020102","146501",33
"020103","020101",288
"020103","020102",52
"020103","020106",15
"020103","020901",10
"020103","021101",27
"020103","021601",26
"020103","021604",82
"020103","022502",12
"020103","022505",13
"020103","026201",20
"020103","026401",76
"020103","106101",13
"020103","146501",14
"020103","302205",12
"020104","020101",648
"020104","020102",56
"020104","020104",321
"020104","020105",56
"020104","020106",21
"020104","021001",86
"020104","021004",11
"020104","022502",19
"020104","022506",11
"020104","026101",11
"020104","026201",15
"020104","026401",191
"020104","026501",10
"020104","106101",11
"020104","146501",56
"020104","247701",12
"020105","020101",199
"020105","020102",30
"020105","020104",26
"020105","026201",11
"020105","026401",47
"020106","020101",621
"020106","020102",46
"020106","020103",91
"020106","020104",10
"020106","020105",21
"020106","020901",11
"020106","020902",16
"020106","021101",23
"020106","021203",10
"020106","021604",58
"020106","022502",14
"020106","022505",14
"020106","022602",12
"020106","026201",20
"020106","026401",88
"020106","106101",14
"020106","146501",38
"020106","306401",13
"020201","020202",1641
"020201","020203",168
"020201","020204",34
"020201","020205",72
"020201","020206",10
"020201","021901",148
"020201","021907",25
"020201","022106",11
"020201","022304",33
"020201","022305",511
"020201","022405",21
"020201","026201",14
"020201","026401",542
"020201","026501",118
"020201","126101",11
"020201","143802",17
"020201","146501",52
"020202","020201",427
"020202","020203",216
"020202","020204",57
"020202","020205",116
"020202","020206",25
"020202","020207",36
"020202","021704",16
"020202","021901",226
"020202","021902",11
"020202","021907",29
"020202","022106",11
"020202","022304",50
"020202","022305",460
"020202","022405",18
"020202","026101",10
"020202","026201",13
"020202","026401",507
"020202","026501",43
"020202","126101",13
"020202","146501",52
"020202","166101",14
"020203","020201",151
"020203","020202",581
"020203","020205",21
"020203","021901",54
"020203","021907",13
"020203","022305",59
"020203","026401",146
"020203","026501",25
"020203","146501",16
"020204","020201",47
"020204","020202",337
"020204","020203",19
"020204","020205",16
"020204","020206",11
"020204","020207",11
"020204","021901",13
"020204","022305",159
"020204","022405",26
"020204","022602",13
"020204","026401",137
"020204","026501",11
"020205","020201",171
"020205","020202",655
"020205","020203",51
"020205","020204",11
"020205","020206",15
"020205","020207",18
"020205","021901",153
"020205","021907",20
"020205","022305",73
"020205","026401",199
"020205","026501",18
"020205","146501",29
"020206","020201",11
"020206","020202",192
"020206","020205",22
"020206","020207",10
"020206","021901",24
"020206","022303",17
"020206","022304",47
"020206","022305",326
"020206","026401",354
"020206","146501",27
"020207","020201",31
"020207","020202",160
"020207","020204",35
"020207","020205",10
"020207","020206",30
"020207","020207",55
"020207","022305",151
"020207","022405",12
"020207","026401",183
"020301","020302",164
"020301","020303",117
"020301","020304",34
"020301","020305",26
"020301","020306",86
"020301","020905",25
"020301","021101",716
"020301","021102",28
"020301","021103",95
"020301","021601",21
"020301","021602",19
"020301","021603",63
"020301","021604",3664
"020301","021605",12
"020301","021606",126
"020301","022305",23
"020301","022606",20
"020301","026201",84
"020301","026401",465
"020301","026501",22
"020301","080401",26
"020301","081201",56
"020301","081202",17
"020301","081203",31
"020301","086201",25
"020301","126101",16
"020301","146501",59
"020301","246201",66
"020301","246901",23
"020301","302116",10
"020301","303103",10
"020301","306301",46
"020301","306401",25
"020302","020301",593
"020302","020303",20
"020302","021101",92
"020302","021603",10
"020302","021604",336
"020302","021606",17
"020302","026201",16
"020302","026401",72
"020302","081201",11
"020303","020301",356
"020303","020302",10
"020303","021101",91
"020303","021103",10
"020303","021604",480
"020303","021606",12
"020303","026201",20
"020303","026401",55
"020303","146501",10
"020304","020301",358
"020304","020302",11
"020304","021101",36
"020304","021604",113
"020304","026201",31
"020304","026401",40
"020304","081201",63
"020304","086201",10
"020305","020301",156
"020305","020302",12
"020305","021101",15
"020305","021604",79
"020305","021606",10
"020305","026201",12
"020305","026401",22
"020306","020301",240
"020306","021101",35
"020306","021604",136
"020306","021606",12
"020306","026201",17
"020306","026401",37
"020306","080401",11
"020306","080402",18
"020401","020301",76
"020401","020401",432
"020401","020402",13
"020401","020403",68
"020401","020404",34
"020401","021101",45
"020401","021604",28
"020401","022305",12
"020401","026401",169
"020401","081203",24
"020401","086201",67
"020401","146501",76
"020401","246101",11
"020401","301304",155
"020401","301305",35
"020401","302205",79
"020401","306301",521
"020401","306401",72
"020402","020301",10
"020402","020401",52
"020402","021101",39
"020402","021103",10
"020402","021604",21
"020402","022202",11
"020402","026401",31
"020402","306301",15
"020403","020301",67
"020403","020401",120
"020403","021101",17
"020403","021604",34
"020403","026401",40
"020403","081202",16
"020403","081203",16
"020403","306301",119
"020404","020401",70
"020404","020404",163
"020404","021101",36
"020404","022006",11
"020404","022202",11
"020404","022305",10
"020404","026401",82
"020404","086201",11
"020404","302106",10
"020404","302205",141
"020404","306301",18
"020501","020502",11
"020501","020503",179
"020501","020504",101
"020501","020505",104
"020501","020506",15
"020501","020905",127
"020501","021101",31
"020501","021604",23
"020501","021901",11
"020501","021902",18
"020501","021903",26
"020501","021906",146
"020501","022305",143
"020501","022602",22
"020501","026101",11
"020501","026201",581
"020501","026401",274
"020501","026501",43
"020501","146501",56
"020501","246901",11
"020501","302105",19
"020502","020501",147
"020502","020502",196
"020502","020505",16
"020502","020605",211
"020502","020701",36
"020502","021901",10
"020502","021902",33
"020502","021903",67
"020502","021906",74
"020502","022305",36
"020502","026101",120
"020502","026201",23
"020502","026401",120
"020502","026501",92
"020503","020501",300
"020503","020505",13
"020503","020905",35
"020503","021101",12
"020503","021604",13
"020503","021903",10
"020503","021906",13
"020503","022602",17
"020503","026201",163
"020503","026401",59
"020503","026501",15
"020503","146501",11
"020503","302105",13
"020504","020501",229
"020504","020503",10
"020504","020505",11
"020504","020905",29
"020504","021906",77
"020504","022305",19
"020504","026201",67
"020504","026401",58
"020504","146501",12
"020505","020501",260
"020505","020502",14
"020505","020503",11
"020505","020504",12
"020505","020905",18
"020505","021903",16
"020505","021906",36
"020505","022305",14
"020505","026201",57
"020505","026401",61
"020505","146501",13
"020506","020501",70
"020506","020905",70
"020506","020908",14
"020506","021101",14
"020506","021803",21
"020506","021804",33
"020506","021805",12
"020506","021906",21
"020506","022305",63
"020506","026201",108
"020506","026401",61
"020506","026501",13
"020506","302205",28
"020601","020602",33
"020601","020607",14
"020601","020608",32
"020601","026101",78
"020601","026401",25
"020602","020601",127
"020602","020605",35
"020602","020606",10
"020602","020607",101
"020602","020608",44
"020602","020701",13
"020602","026101",294
"020602","026201",10
"020602","026401",86
"020602","026501",14
"020602","143409",56
"020602","146501",16
"020602","320507",20
"020603","020601",15
"020603","020602",32
"020603","020604",91
"020603","020607",14
"020603","020608",19
"020603","020609",13
"020603","026101",335
"020603","026201",14
"020603","026401",68
"020603","246901",10
"020604","020602",11
"020604","020603",32
"020604","020607",10
"020604","020609",12
"020604","020807",12
"020604","026101",102
"020604","026401",27
"020605","020602",26
"020605","020607",40
"020605","026101",265
"020605","026401",63
"020606","020602",41
"020606","020605",33
"020606","020607",22
"020606","020608",12
"020606","020609",28
"020606","026101",512
"020606","026201",11
"020606","026401",123
"020606","146501",19
"020607","020601",65
"020607","020602",118
"020607","020604",10
"020607","020605",75
"020607","020606",14
"020607","020608",56
"020607","026101",565
"020607","026401",106
"020607","026501",11
"020607","143409",16
"020607","146501",18
"020607","320507",17
"020608","020601",119
"020608","020602",53
"020608","020603",30
"020608","020604",15
"020608","020605",28
"020608","020606",10
"020608","020607",74
"020608","026101",436
"020608","026201",13
"020608","026401",81
"020608","026501",11
"020608","143409",19
"020608","146501",20
"020608","320507",11
"020609","020602",29
"020609","020603",89
"020609","020604",17
"020609","020605",31
"020609","020607",13
"020609","020608",14
"020609","026101",314
"020609","026401",70
"020609","026501",12
"020609","146501",11
"020701","020604",11
"020701","020605",70
"020701","020702",390
"020701","020703",79
"020701","020704",49
"020701","022104",46
"020701","026101",79
"020701","026201",13
"020701","026401",125
"020701","026501",230
"020701","146501",20
"020702","020604",30
"020702","020605",23
"020702","020701",664
"020702","020703",111
"020702","020704",26
"020702","021601",12
"020702","022104",19
"020702","026101",38
"020702","026401",93
"020702","026501",130
"020702","143409",10
"020703","020602",12
"020703","020605",42
"020703","020701",421
"020703","020702",259
"020703","020703",235
"020703","021203",10
"020703","026101",56
"020703","026401",122
"020703","026501",73
"020704","020501",12
"020704","020605",119
"020704","020701",169
"020704","020702",17
"020704","021604",11
"020704","022104",17
"020704","022107",10
"020704","026101",106
"020704","026201",10
"020704","026401",54
"020704","026501",63
"020801","020802",28
"020801","020803",20
"020801","020805",51
"020801","020814",13
"020801","026401",28
"020801","026501",10
"020802","020202",14
"020802","020801",12
"020802","020804",47
"020802","020805",189
"020802","020806",49
"020802","020807",242
"020802","020811",18
"020802","020812",97
"020802","020814",13
"020802","021901",12
"020802","022305",29
"020802","022405",20
"020802","026401",170
"020802","026501",27
"020802","146501",38
"020802","166101",17
"020802","241304",11
"020803","020801",20
"020803","020802",28
"020803","020805",43
"020803","020809",21
"020803","026401",36
"020804","020202",33
"020804","020802",276
"020804","020805",43
"020804","020807",26
"020804","020811",321
"020804","020812",120
"020804","021604",25
"020804","022305",154
"020804","022404",10
"020804","026201",12
"020804","026401",167
"020804","026501",145
"020804","146501",38
"020804","306401",10
"020805","020801",23
"020805","020802",119
"020805","020807",18
"020805","020814",15
"020805","026401",48
"020805","026501",10
"020806","020801",12
"020806","020802",330
"020806","020805",97
"020806","020806",567
"020806","020807",53
"020806","020808",38
"020806","020810",43
"020806","026401",171
"020806","026501",41
"020806","146501",30
"020807","020202",10
"020807","020802",1267
"020807","020804",49
"020807","020805",159
"020807","020806",31
"020807","020808",29
"020807","020811",19
"020807","020812",56
"020807","022305",20
"020807","022405",18
"020807","026401",276
"020807","026501",63
"020807","121608",19
"020807","146501",46
"020808","020802",108
"020808","020806",11
"020808","020807",27
"020808","020808",114
"020808","020813",77
"020808","022305",14
"020808","026401",62
"020808","146501",60
"020809","020802",18
"020809","020803",47
"020809","020805",13
"020809","022505",10
"020809","026401",11
"020810","020802",53
"020810","020806",157
"020810","020808",11
"020810","020810",147
"020810","026401",83
"020810","026501",29
"020811","020202",35
"020811","020802",191
"020811","020804",397
"020811","020805",19
"020811","020807",20
"020811","020812",44
"020811","021101",10
"020811","021604",14
"020811","022305",63
"020811","022602",12
"020811","026401",171
"020811","026501",90
"020811","146501",19
"020812","020202",14
"020812","020802",123
"020812","020804",117
"020812","020805",76
"020812","020807",24
"020812","020811",38
"020812","020812",106
"020812","022305",12
"020812","026401",86
"020812","026501",33
"020812","146501",13
"020813","020802",48
"020813","020804",11
"020813","020807",13
"020813","020808",86
"020813","020813",100
"020813","022305",16
"020813","026401",82
"020813","146501",41
"020814","020801",120
"020814","020802",118
"020814","020803",22
"020814","020805",188
"020814","020807",15
"020814","020812",10
"020814","020814",26
"020814","026401",74
"020814","026501",23
"020814","121608",21
"020814","146501",26
"020901","020101",34
"020901","020103",43
"020901","020902",105
"020901","020905",58
"020901","020906",17
"020901","021101",77
"020901","021601",12
"020901","021604",89
"020901","022305",22
"020901","022502",16
"020901","022602",32
"020901","022605",15
"020901","026201",551
"020901","026401",206
"020901","026501",24
"020901","126101",10
"020901","146501",26
"020902","020101",51
"020902","020103",60
"020902","020106",14
"020902","020901",453
"020902","020905",36
"020902","020906",22
"020902","021101",53
"020902","021601",13
"020902","021604",76
"020902","022502",13
"020902","022505",13
"020902","022602",20
"020902","022605",17
"020902","026201",291
"020902","026401",180
"020902","041806",22
"020902","120301",19
"020903","020905",63
"020903","021101",30
"020903","021604",15
"020903","022602",11
"020903","026201",283
"020903","026401",52
"020904","020905",59
"020904","020907",36
"020904","021101",57
"020904","021604",41
"020904","026201",598
"020904","026401",167
"020904","026501",10
"020904","146501",21
"020905","020501",11
"020905","020904",22
"020905","021101",18
"020905","021604",17
"020905","026201",371
"020905","026401",104
"020905","146501",16
"020905","247701",16
"020906","020901",22
"020906","020905",33
"020906","021101",74
"020906","021604",50
"020906","026201",517
"020906","026401",227
"020906","026501",11
"020906","146501",23
"020907","020904",43
"020907","020905",37
"020907","020907",205
"020907","021101",81
"020907","021604",39
"020907","021803",48
"020907","021804",193
"020907","022305",41
"020907","026201",277
"020907","026401",123
"020907","146501",28
"020908","020904",11
"020908","020905",63
"020908","020907",12
"020908","021101",12
"020908","021803",11
"020908","021804",47
"020908","022305",27
"020908","026201",117
"020908","026401",56
"021001","020101",28
"021001","020104",219
"021001","020105",21
"021001","021002",12
"021001","021003",72
"021001","021004",144
"021001","021005",52
"021001","021007",47
"021001","021201",36
"021001","022502",108
"021001","022503",101
"021001","022507",13
"021001","026101",18
"021001","026201",16
"021001","026401",114
"021001","026501",18
"021001","100104",16
"021001","146501",49
"021001","246901",14
"021001","306401",11
"021002","021201",11
"021002","021204",14
"021002","022301",13
"021002","026101",17
"021002","026401",16
"021003","020104",32
"021003","021001",267
"021003","021002",113
"021003","021003",199
"021003","021004",38
"021003","021005",11
"021003","021201",70
"021003","022502",14
"021003","022503",22
"021003","026101",33
"021003","026401",59
"021003","126101",23
"021003","260105",16
"021004","020101",13
"021004","020104",107
"021004","020105",16
"021004","021001",540
"021004","021003",25
"021004","021005",22
"021004","021007",21
"021004","022502",35
"021004","022503",15
"021004","026101",12
"021004","026401",66
"021005","020104",47
"021005","021001",253
"021005","021003",12
"021005","021004",12
"021005","021005",55
"021005","021201",109
"021005","026101",36
"021005","026401",65
"021006","021001",53
"021006","021003",16
"021006","021007",14
"021006","022501",15
"021006","022502",17
"021006","022503",38
"021006","026401",19
"021007","020104",42
"021007","021001",286
"021007","021004",22
"021007","022502",57
"021007","022503",100
"021007","022507",11
"021007","026401",69
"021007","026501",14
"021007","146501",14
"021101","020301",75
"021101","020905",118
"021101","021102",352
"021101","021103",171
"021101","021104",65
"021101","021601",79
"021101","021604",3936
"021101","021606",14
"021101","021804",26
"021101","022201",11
"021101","022305",26
"021101","022606",14
"021101","026101",15
"021101","026201",433
"021101","026401",386
"021101","026501",28
"021101","146501",91
"021101","246101",13
"021101","246201",80
"021101","246901",38
"021101","300403",22
"021101","302116",11
"021101","306401",12
"021102","020301",20
"021102","020607",10
"021102","020905",15
"021102","020907",16
"021102","021101",1533
"021102","021103",33
"021102","021104",14
"021102","021601",21
"021102","021604",808
"021102","026201",178
"021102","026401",234
"021102","126101",11
"021102","141804",11
"021102","146501",30
"021102","246201",14
"021102","246901",13
"021102","306401",14
"021103","020301",29
"021103","021101",489
"021103","021102",47
"021103","021104",18
"021103","021604",368
"021103","026201",30
"021103","026401",115
"021103","146501",12
"021104","020907",35
"021104","021101",695
"021104","021102",55
"021104","021103",50
"021104","021104",121
"021104","021604",277
"021104","022201",11
"021104","022203",14
"021104","022305",13
"021104","026201",60
"021104","026401",180
"021104","146501",23
"021201","020104",18
"021201","021001",112
"021201","021002",46
"021201","021005",44
"021201","021201",230
"021201","021202",15
"021201","021203",57
"021201","021204",55
"021201","022502",12
"021201","026101",42
"021201","026401",83
"021201","026501",11
"021202","020609",57
"021202","021201",125
"021202","021202",55
"021202","021203",91
"021202","026101",128
"021202","026401",53
"021203","020101",250
"021203","020102",10
"021203","020104",36
"021203","020106",11
"021203","021001",14
"021203","021201",22
"021203","021202",11
"021203","021203",573
"021203","022304",13
"021203","026101",52
"021203","026201",32
"021203","026401",166
"021203","146501",15
"021204","020609",13
"021204","021001",23
"021204","021002",209
"021204","021201",136
"021204","021204",95
"021204","026101",62
"021204","026401",96
"021205","020606",25
"021205","021203",47
"021205","021205",61
"021205","026101",196
"021205","026401",59
"021301","021302",15
"021301","021303",237
"021301","026401",82
"021301","301204",106
"021301","301206",52
"021302","021303",374
"021302","021401",29
"021302","021405",22
"021302","021406",14
"021302","021408",318
"021302","022003",12
"021302","022302",20
"021302","022305",10
"021302","026401",166
"021302","086201",10
"021302","146501",15
"021303","021301",51
"021303","021302",318
"021303","021303",984
"021303","021406",15
"021303","021408",79
"021303","022003",289
"021303","022006",20
"021303","022302",10
"021303","022305",11
"021303","026401",331
"021303","086201",25
"021303","146501",35
"021303","301201",23
"021303","301204",54
"021303","301206",15
"021303","301701",17
"021303","301703",15
"021303","302202",17
"021303","302204",10
"021401","021101",21
"021401","021402",82
"021401","021403",118
"021401","021406",376
"021401","021407",35
"021401","021408",63
"021401","021501",59
"021401","021503",95
"021401","022302",365
"021401","022304",12
"021401","022305",109
"021401","026401",1805
"021401","026501",21
"021401","126101",29
"021401","146501",168
"021401","160602",22
"021401","306401",128
"021402","021401",176
"021402","021402",213
"021402","021406",95
"021402","021501",113
"021402","021503",208
"021402","021704",17
"021402","022302",43
"021402","026201",13
"021402","026401",314
"021402","026501",28
"021402","146501",42
"021402","160602",37
"021402","160605",11
"021403","021401",144
"021403","021406",44
"021403","021408",38
"021403","022005",15
"021403","022302",77
"021403","026401",357
"021403","146501",25
"021403","266101",11
"021403","306401",11
"021404","021302",16
"021404","021401",27
"021404","021402",20
"021404","021407",181
"021404","021408",52
"021404","022302",18
"021404","026401",52
"021404","146501",10
"021404","160602",41
"021404","300801",11
"021404","300802",11
"021404","300805",44
"021405","021401",45
"021405","021405",232
"021405","021407",118
"021405","021408",209
"021405","022302",14
"021405","026401",54
"021405","301708",11
"021406","021401",610
"021406","021402",21
"021406","021403",49
"021406","021408",21
"021406","021501",71
"021406","021503",65
"021406","022302",161
"021406","022305",23
"021406","026401",549
"021406","146501",48
"021406","160602",10
"021406","266101",23
"021406","306401",32
"021407","021401",133
"021407","021403",12
"021407","021404",46
"021407","021405",156
"021407","021406",80
"021407","021407",499
"021407","021408",240
"021407","022302",57
"021407","022305",10
"021407","026401",259
"021407","146501",13
"021407","300801",60
"021407","300802",85
"021407","300803",56
"021407","300805",120
"021407","301701",26
"021407","301804",27
"021407","301807",33
"021407","306401",30
"021408","021302",53
"021408","021401",227
"021408","021403",14
"021408","021405",68
"021408","021406",44
"021408","021407",35
"021408","021408",827
"021408","021503",11
"021408","022302",205
"021408","026401",320
"021408","146501",12
"021501","021502",55
"021501","021503",545
"021501","021504",593
"021501","021704",24
"021501","022301",15
"021501","022304",12
"021501","022305",71
"021501","022308",126
"021501","022309",16
"021501","026201",118
"021501","026401",1034
"021501","026501",18
"021501","060201",12
"021501","126101",34
"021501","141301",49
"021501","146501",191
"021501","160101",29
"021501","160102",23
"021501","166101",23
"021501","246901",11
"021501","302117",16
"021501","306401",29
"021502","021501",230
"021502","021503",47
"021502","021504",79
"021502","022305",56
"021502","022308",76
"021502","022309",16
"021502","026401",256
"021502","146501",48
"021503","021501",486
"021503","021503",905
"021503","021504",75
"021503","022301",105
"021503","022302",15
"021503","022305",21
"021503","022308",29
"021503","026201",11
"021503","026401",1017
"021503","026501",10
"021503","126101",11
"021503","146501",85
"021504","021501",1006
"021504","021502",24
"021504","021503",263
"021504","022301",12
"021504","022305",100
"021504","022308",99
"021504","026201",69
"021504","026401",587
"021504","026501",11
"021504","126101",24
"021504","141301",34
"021504","146501",190
"021504","160101",14
"021504","160102",18
"021504","306401",17
"021601","020103",25
"021601","020901",10
"021601","021101",500
"021601","021102",38
"021601","021601",195
"021601","021604",1272
"021601","021605",10
"021601","026201",66
"021601","026401",179
"021601","146501",12
"021601","246501",12
"021602","020301",189
"021602","020306",10
"021602","021101",48
"021602","021604",323
"021602","021606",20
"021602","022203",11
"021602","026201",16
"021602","026401",63
"021602","080406",10
"021603","020301",217
"021603","020302",11
"021603","020303",23
"021603","021101",109
"021603","021103",38
"021603","021604",498
"021603","026201",16
"021603","026401",49
"021604","020301",74
"021604","020905",14
"021604","021101",752
"021604","021102",35
"021604","021103",42
"021604","021601",38
"021604","021604",1175
"021604","021606",13
"021604","022305",10
"021604","026201",75
"021604","026401",149
"021604","146501",15
"021604","246201",58
"021604","303005",12
"021605","020301",55
"021605","021101",87
"021605","021601",54
"021605","021604",1016
"021605","021605",68
"021605","021606",16
"021605","026201",11
"021605","026401",102
"021605","080401",11
"021606","020301",120
"021606","021101",81
"021606","021604",606
"021606","021605",11
"021606","026201",11
"021606","026401",65
"021606","302116",11
"021701","021501",13
"021701","021504",10
"021701","021704",142
"021701","022304",23
"021701","022305",146
"021701","022309",32
"021701","026401",324
"021701","126101",11
"021701","146501",73
"021702","020206",23
"021702","021504",10
"021702","021701",11
"021702","021704",241
"021702","022304",34
"021702","022305",106
"021702","026401",142
"021703","021501",22
"021703","021701",10
"021703","021704",223
"021703","022304",35
"021703","022305",131
"021703","022406",12
"021703","026401",149
"021703","146501",20
"021703","160103",26
"021703","166101",13
"021704","020204",14
"021704","021501",64
"021704","021502",10
"021704","021503",94
"021704","021504",44
"021704","021701",44
"021704","021702",45
"021704","021703",27
"021704","021704",1039
"021704","021705",33
"021704","022304",65
"021704","022305",265
"021704","022309",53
"021704","026401",846
"021704","026501",11
"021704","126101",31
"021704","146501",100
"021704","166101",26
"021704","306401",19
"021705","021501",184
"021705","021502",10
"021705","021503",85
"021705","021504",59
"021705","021704",164
"021705","021705",111
"021705","022305",22
"021705","022308",14
"021705","026201",34
"021705","026401",166
"021705","026501",10
"021705","141301",16
"021705","146501",106
"021705","160101",42
"021705","160102",18
"021705","160103",13
"021801","021803",52
"021801","021804",215
"021801","021901",13
"021801","021908",19
"021801","022302",14
"021801","022304",297
"021801","022305",118
"021801","026401",292
"021801","146501",32
"021802","021101",11
"021802","021803",197
"021802","021804",610
"021802","022203",14
"021802","022305",21
"021802","026201",29
"021802","026401",259
"021802","146201",14
"021802","146501",26
"021802","220301",10
"021803","021804",200
"021803","022201",32
"021803","022304",31
"021803","022305",39
"021803","026401",1220
"021803","146501",102
"021803","306401",12
"021804","021801",28
"021804","021802",45
"021804","021803",524
"021804","021804",1139
"021804","022302",26
"021804","022304",85
"021804","022305",49
"021804","026401",683
"021804","146501",94
"021804","220301",26
"021805","020501",22
"021805","020905",10
"021805","021801",30
"021805","021803",38
"021805","021804",234
"021805","021901",16
"021805","021906",132
"021805","021908",39
"021805","022304",67
"021805","022305",78
"021805","026201",39
"021805","026401",125
"021805","026501",10
"021805","146501",87
"021805","302205",10
"021901","020201",22
"021901","020202",180
"021901","020501",12
"021901","020905",21
"021901","021902",187
"021901","021903",10
"021901","021904",148
"021901","021905",91
"021901","021906",147
"021901","021907",363
"021901","021908",314
"021901","022103",14
"021901","022108",13
"021901","022304",32
"021901","022305",367
"021901","022307",30
"021901","022405",18
"021901","026201",26
"021901","026401",686
"021901","026501",503
"021901","126101",11
"021901","146501",192
"021901","240802",29
"021901","241005",15
"021901","306401",19
"021902","020202",10
"021902","020501",12
"021902","021901",386
"021902","021903",37
"021902","021904",46
"021902","021906",122
"021902","021907",55
"021902","021908",34
"021902","022103",10
"021902","022304",10
"021902","022305",127
"021902","026101",12
"021902","026201",14
"021902","026401",336
"021902","026501",859
"021902","101401",17
"021902","146501",84
"021903","020501",69
"021903","020502",14
"021903","021901",43
"021903","021902",151
"021903","021906",195
"021903","022305",13
"021903","026201",11
"021903","026401",43
"021903","026501",63
"021903","146501",24
"021904","020202",10
"021904","021901",495
"021904","021902",53
"021904","021904",216
"021904","021906",102
"021904","021907",46
"021904","021908",246
"021904","022304",28
"021904","022305",18
"021904","026401",210
"021904","026501",94
"021904","146501",183
"021905","020202",14
"021905","021901",492
"021905","021907",75
"021905","021908",30
"021905","022304",16
"021905","022305",148
"021905","022307",73
"021905","026401",127
"021905","026501",21
"021905","146501",64
"021906","020501",56
"021906","020504",15
"021906","021805",35
"021906","021901",330
"021906","021902",164
"021906","021903",29
"021906","021904",81
"021906","021906",864
"021906","021907",25
"021906","021908",220
"021906","022304",48
"021906","022305",220
"021906","026201",32
"021906","026401",368
"021906","026501",161
"021906","142102",10
"021906","146501",239
"021907","020201",15
"021907","020202",71
"021907","020203",19
"021907","021901",1898
"021907","021902",113
"021907","021904",60
"021907","021905",31
"021907","021906",37
"021907","021908",60
"021907","022108",10
"021907","022305",53
"021907","022307",12
"021907","022405",14
"021907","026201",10
"021907","026401",254
"021907","026501",169
"021907","101401",18
"021907","146501",187
"021908","021801",19
"021908","021901",565
"021908","021902",13
"021908","021904",88
"021908","021906",79
"021908","021907",49
"021908","021908",397
"021908","022304",123
"021908","022305",47
"021908","026401",206
"021908","026501",48
"021908","146501",198
"022001","022001",487
"022001","022002",39
"022001","022003",127
"022001","022004",11
"022001","022006",29
"022001","022201",92
"022001","022203",31
"022001","022305",47
"022001","026401",1356
"022001","126101",23
"022001","146501",74
"022001","306401",12
"022002","022001",307
"022002","022002",118
"022002","022003",170
"022002","022004",10
"022002","022006",21
"022002","022201",28
"022002","022203",12
"022002","022305",14
"022002","026401",315
"022002","146501",24
"022003","021101",10
"022003","021303",26
"022003","022001",152
"022003","022002",54
"022003","022003",567
"022003","022004",81
"022003","022005",94
"022003","022006",11
"022003","022201",11
"022003","022302",64
"022003","022305",53
"022003","026401",1084
"022003","146501",85
"022004","021101",17
"022004","022001",38
"022004","022003",62
"022004","022201",14
"022004","022302",24
"022004","022304",14
"022004","022305",29
"022004","026401",871
"022004","126101",15
"022004","146501",44
"022004","301806",15
"022005","021401",23
"022005","022003",138
"022005","022302",42
"022005","026401",273
"022005","146501",30
"022006","021303",44
"022006","022001",194
"022006","022002",74
"022006","022003",135
"022006","022006",276
"022006","022305",13
"022006","026401",546
"022006","086201",15
"022006","146501",64
"022006","302205",80
"022006","306401",25
"022101","020701",50
"022101","021901",33
"022101","021902",26
"022101","021908",11
"022101","022103",53
"022101","022104",40
"022101","022106",29
"022101","022305",96
"022101","026101",14
"022101","026201",16
"022101","026401",318
"022101","026501",1475
"022101","146501",45
"022101","247701",10
"022101","306401",33
"022102","021901",16
"022102","022103",10
"022102","022105",22
"022102","022108",15
"022102","022305",18
"022102","026401",65
"022102","026501",314
"022102","146501",14
"022103","021901",22
"022103","021902",28
"022103","022305",17
"022103","026401",95
"022103","026501",564
"022103","146501",26
"022104","020605",19
"022104","020701",153
"022104","020702",79
"022104","022101",23
"022104","022107",13
"022104","026101",39
"022104","026401",78
"022104","026501",326
"022104","146501",12
"022105","021901",28
"022105","022102",63
"022105","022103",16
"022105","022105",35
"022105","022106",26
"022105","022108",11
"022105","022305",53
"022105","026401",94
"022105","026501",418
"022105","146501",16
"022106","022103",12
"022106","022106",188
"022106","026401",68
"022106","026501",342
"022106","146501",10
"022107","020701",21
"022107","021901",25
"022107","021902",56
"022107","022101",10
"022107","022103",24
"022107","022104",17
"022107","026401",70
"022107","026501",364
"022108","021901",65
"022108","021902",13
"022108","021907",23
"022108","022102",32
"022108","022103",11
"022108","022305",13
"022108","026401",79
"022108","026501",317
"022108","146501",18
"022201","021803",26
"022201","021804",82
"022201","022001",59
"022201","022201",402
"022201","022203",233
"022201","022305",55
"022201","026401",604
"022201","146501",42
"022201","220901",71
"022202","021101",146
"022202","021102",12
"022202","021104",47
"022202","021604",97
"022202","022001",34
"022202","022006",12
"022202","022201",98
"022202","022203",240
"022202","022305",30
"022202","026201",19
"022202","026401",194
"022202","246901",13
"022202","301901",10
"022202","306301",27
"022202","306401",11
"022203","021101",69
"022203","021604",20
"022203","021803",29
"022203","021804",95
"022203","022001",176
"022203","022201",571
"022203","022202",32
"022203","022203",592
"022203","022305",26
"022203","026201",11
"022203","026401",610
"022203","146501",51
"022203","220901",18
"022203","226201",15
